"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EnteteDocument","EnteteDocument.typeDocument","EnteteDocument.typeDocument","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de document.","Type de document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.typeDocument",1,1,"",""
"EnteteDocument","EnteteDocument.titreDocument","EnteteDocument.titreDocument","","","",1,1,"","","","string {[]} {[]}
","Titre du document.","Titre du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.titreDocument",1,1,"",""
"EnteteDocument","EnteteDocument.dateDeCreationDocument","EnteteDocument.dateDeCreationDocument","","","",1,1,"","","","dateTime {[]} {[]}
","Date de création du document.","Date de création du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.dateDeCreationDocument",1,1,"",""
"EnteteDocument","EnteteDocument.niveauConfidentialiteDocument","EnteteDocument.niveauConfidentialiteDocument","","","",1,1,"","","","code {[]} {[]}
","Niveau de confidentialité du document.","Niveau de confidentialité du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.niveauConfidentialiteDocument",1,1,"",""
"EnteteDocument","EnteteDocument.languePrincipaleDocument","EnteteDocument.languePrincipaleDocument","","","",1,1,"","","","code {[]} {[]}
","Langue principale du document.","Langue principale du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.languePrincipaleDocument",1,1,"",""
"EnteteDocument","EnteteDocument.identifiantLotDeVersionsDocument","EnteteDocument.identifiantLotDeVersionsDocument","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant du lot de versions du même document.","Identifiant du lot de versions du même document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.identifiantLotDeVersionsDocument",1,1,"",""
"EnteteDocument","EnteteDocument.versionDocument","EnteteDocument.versionDocument","","","",1,1,"","","","string {[]} {[]}
","Numéro de version du document.","Numéro de version du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.versionDocument",1,1,"",""
"EnteteDocument","EnteteDocument.statutDocument","EnteteDocument.statutDocument","","","",1,1,"","","","code {[]} {[]}
","Statut du document.","Statut du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.statutDocument",1,1,"",""
"EnteteDocument","EnteteDocument.patient","EnteteDocument.patient","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PatientUsager {[]} {[]}
","Patient / Usager.","Patient / Usager.","","","","","","","","","",,,,,"",,,,"EnteteDocument.patient",1,1,"",""
"EnteteDocument","EnteteDocument.auteur","EnteteDocument.auteur","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Auteur {[]} {[]}
","Auteur du document.","Auteur du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.auteur",1,*,"",""
"EnteteDocument","EnteteDocument.operateurSaisie","EnteteDocument.operateurSaisie","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/OperateurSaisie {[]} {[]}
","Opérateur de saisie.","Opérateur de saisie.","","","","","","","","","",,,,,"",,,,"EnteteDocument.operateurSaisie",0,1,"",""
"EnteteDocument","EnteteDocument.informateur","EnteteDocument.informateur","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Informateur {[]} {[]}
","Informateur ayant fourni des informations utiles à la production du document.","Informateur ayant fourni des informations utiles à la production du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.informateur",0,*,"",""
"EnteteDocument","EnteteDocument.structureConservation","EnteteDocument.structureConservation","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/StructureConservation {[]} {[]}
","Structure chargée de la conservation du document.","Structure chargée de la conservation du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.structureConservation",1,1,"",""
"EnteteDocument","EnteteDocument.destinataire","EnteteDocument.destinataire","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/DestinatairePrevu {[]} {[]}
","Destinataire prévu du document.","Destinataire prévu du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.destinataire",0,*,"",""
"EnteteDocument","EnteteDocument.responsable","EnteteDocument.responsable","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Responsable {[]} {[]}
","Responsable du document.","Responsable du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.responsable",1,1,"",""
"EnteteDocument","EnteteDocument.validateur","EnteteDocument.validateur","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Validateur {[]} {[]}
","Professionnel attestant la validité du contenu du document.","Professionnel attestant la validité du contenu du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.validateur",0,*,"",""
"EnteteDocument","EnteteDocument.participant","EnteteDocument.participant","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Participant {[]} {[]}
","Participant, différent de l'auteur, du responsable, de l'opérateur de saisie, de l'informateur ou du destinataire.","Participant, différent de l'auteur, du responsable, de l'opérateur de saisie, de l'informateur ou du destinataire.","","","","","","","","","",,,,,"",,,,"EnteteDocument.participant",0,*,"",""
"EnteteDocument","EnteteDocument.prescription","EnteteDocument.prescription","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Prescription {[]} {[]}
","Association du document à une prescription.","Association du document à une prescription.","","","","","","","","","",,,,,"",,,,"EnteteDocument.prescription",0,*,"",""
"EnteteDocument","EnteteDocument.evenement","EnteteDocument.evenement","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Evenement {[]} {[]}
","Evènement documenté et notamment le cadre d'exercice.","Evènement documenté et notamment le cadre d'exercice.","","","","","","","","","",,,,,"",,,,"EnteteDocument.evenement",1,*,"",""
"EnteteDocument","EnteteDocument.documentDeReference","EnteteDocument.documentDeReference","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/DocumentDeReference {[]} {[]}
","Document de référence (à remplacer, transformé, …).","Document de référence (à remplacer, transformé, …).","","","","","","","","","",,,,,"",,,,"EnteteDocument.documentDeReference",0,1,"",""
"EnteteDocument","EnteteDocument.consentementAssocie","EnteteDocument.consentementAssocie","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Consentement {[]} {[]}
","Consentement associé au document.","Consentement associé au document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.consentementAssocie",0,*,"",""
"EnteteDocument","EnteteDocument.priseEncharge","EnteteDocument.priseEncharge","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PriseEncharge {[]} {[]}
","Association du document à une prise en charge.","Association du document à une prise en charge.","","","","","","","","","",,,,,"",,,,"EnteteDocument.priseEncharge",1,1,"",""
"Evenement","Evenement","Evenement","","","",1,*,"","","","null {[]} {[]}
","Modèle métier - Évènement documenté","Évènement (acte, traitement, diagnostic, etc…) décrit dans le document. Il y a au minimum une occurrence de cet élément pour décrire l'évènement principal avec obligatoirement une date de début et un exécutant.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Evenement","Evenement.identifiantEvenement","Evenement.identifiantEvenement","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant de l’évènement documenté. 
 Obligatoire pour :
  - une demande d'acte d'imagerie pour porter l'Order Placer Number.
  - un CR d’imagerie pour porter le studyInstanceUID.
 Fourni si connu pour :
  - une prescription pour porter l'identifiant EPU de la prescription.","Identifiant de l’évènement documenté. 
 Obligatoire pour :
  - une demande d'acte d'imagerie pour porter l'Order Placer Number.
  - un CR d’imagerie pour porter le studyInstanceUID.
 Fourni si connu pour :
  - une prescription pour porter l'identifiant EPU de la prescription.","","","","","","","","","",,,,,"",,,,"Evenement.identifiantEvenement",0,*,"",""
"Evenement","Evenement.codeEvenement","Evenement.codeEvenement","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code de l’évènement documenté.  
 Obligatoire pour :
  - une demande d'actes d'imagerie (code LOINC ='55115-0' 'Demande d’actes d’imagerie')
  - un CR d’imagerie (code LOINC de l'acte d'imagerie),
  - un CR d’examen de l’enfant (code SNOMED CT ='11429006' 'consultation'),
  - un document d’expression personnelle du patient/usager (code TRE_A00 'EXP_PATIENT' 'Expression personnelle du patient').","Code de l’évènement documenté.  
 Obligatoire pour :
  - une demande d'actes d'imagerie (code LOINC ='55115-0' 'Demande d’actes d’imagerie')
  - un CR d’imagerie (code LOINC de l'acte d'imagerie),
  - un CR d’examen de l’enfant (code SNOMED CT ='11429006' 'consultation'),
  - un document d’expression personnelle du patient/usager (code TRE_A00 'EXP_PATIENT' 'Expression personnelle du patient').","","","","","","","","","",,,,,"",,,,"Evenement.codeEvenement",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evenement","Evenement.codeEvenement.id","Evenement.codeEvenement.id","","","",0,0,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Evenement","Evenement.codeEvenement.extension","Evenement.codeEvenement.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Evenement","Evenement.codeEvenement.coding","Evenement.codeEvenement.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evenement","Evenement.codeEvenement.text","Evenement.codeEvenement.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evenement","Evenement.codeEvenement.translation","Evenement.codeEvenement.translation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Translation. 
 Obligatoire pour : 
  - un CR d’imagerie pour indiquer
   - 1..* la (ou les) modalité(s) d'acquisition,
   - 1..* la (ou les) région(s) anatomique(s)
  - un CR d’examen de l’enfant pour indiquer l'examen (jdv-examen-enfant-obligatoire-cisis).","Translation. 
 Obligatoire pour : 
  - un CR d’imagerie pour indiquer
   - 1..* la (ou les) modalité(s) d'acquisition,
   - 1..* la (ou les) région(s) anatomique(s)
  - un CR d’examen de l’enfant pour indiquer l'examen (jdv-examen-enfant-obligatoire-cisis).","","","","","","","","","",,,,,"",,,,"Evenement.codeEvenement.translation",0,*,"",""
"Evenement","Evenement.dateHeureEvenement","Evenement.dateHeureEvenement","","","",0,1,"","","","dateTime {[]} {[]}
","Date et heure de début et de fin de l’évènement documenté. 
  Date de début obligatoire pour l'évènement documenté principal.","Date et heure de début et de fin de l’évènement documenté. 
  Date de début obligatoire pour l'évènement documenté principal.","","","","","","","","","",,,,,"",,,,"Evenement.dateHeureEvenement",0,1,"",""
"Evenement","Evenement.executantEvenement","Evenement.executantEvenement","","","",0,1,"","","","Base {[]} {[]}
","Exécutant. 
  Obligatoire pour l'évènement documenté principal.","Exécutant. 
  Obligatoire pour l'évènement documenté principal.","","","","","","","","","",,,,,"",,,,"Evenement.executantEvenement",0,1,"",""
"Evenement","Evenement.executantEvenement.roleFonctionnel","Evenement.executantEvenement.roleFonctionnel","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Rôle fonctionnel.","Rôle fonctionnel.","","","","","","","","","",,,,,"",,,,"Evenement.executantEvenement.roleFonctionnel",0,1,"",""
"Evenement","Evenement.executantEvenement.dateHeureParticipation","Evenement.executantEvenement.dateHeureParticipation","","","",0,1,"","","","dateTime {[]} {[]}
","Date et heure de participation.","Date et heure de participation.","","","","","","","","","",,,,,"",,,,"Evenement.executantEvenement.dateHeureParticipation",0,1,"",""
"Evenement","Evenement.executantEvenement.executant","Evenement.executantEvenement.executant","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PersonneStructure {[]} {[]}
","Exécutant. 
  Le cadre d'exercice est obligatoire pour l'évènement documenté principal.","Exécutant. 
  Le cadre d'exercice est obligatoire pour l'évènement documenté principal.","","","","","","","","","",,,,,"",,,,"Evenement.executantEvenement.executant",1,1,"",""
"Informateur","Informateur","Informateur","","","",0,*,"","","","null {[]} {[]}
","Modèle métier - Informateur","Informateur (personne ayant fourni des informations utiles à la production du document : professionnel, structure, patient/usager, autre), personne de confiance, personne à prévenir en cas d'urgence, aidant, aidé.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Informateur","Informateur.informateur","Informateur.informateur","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PersonneStructure {[]} {[]}
","Informateur / personne de confiance / personne à prévenir en cas d’urgence / aidant / personne aidée.","Informateur / personne de confiance / personne à prévenir en cas d’urgence / aidant / personne aidée.","","","","","","","","","",,,,,"",,,,"Informateur.informateur",1,1,"",""
"OperateurSaisie","OperateurSaisie","OperateurSaisie","","","",0,1,"","","","null {[]} {[]}
","Modèle métier - Opérateur de saisie","Opérateur de saisie de la totalité ou d'une partie du contenu du document.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"OperateurSaisie","OperateurSaisie.dateSaisie","OperateurSaisie.dateSaisie","","","",1,1,"","","","dateTime {[]} {[]}
","Date de la saisie.","Date de la saisie.","","","","","","","","","",,,,,"",,,,"OperateurSaisie.dateSaisie",1,1,"",""
"OperateurSaisie","OperateurSaisie.operateurSaisie","OperateurSaisie.operateurSaisie","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PersonneStructure {[]} {[]}
","Opérateur de saisie","Opérateur de saisie","","","","","","","","","",,,,,"",,,,"OperateurSaisie.operateurSaisie",1,1,"",""
"Participant","Participant","Participant","","","",0,*,"","","","null {[]} {[]}
","Modèle métier - Autres personnes / structures impliquées","Personne/Structure impliquée dans les évènements décrits par le document qui n'a pas été mentionné ailleurs.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Participant","Participant.typeParticipation","Participant.typeParticipation","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de participation.","Type de participation.","","","","","","","","","",,,,,"",,,,"Participant.typeParticipation",1,1,"",""
"Participant","Participant.roleFonctionnel","Participant.roleFonctionnel","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Rôle fonctionnel.","Rôle fonctionnel.","","","","","","","","","",,,,,"",,,,"Participant.roleFonctionnel",0,1,"",""
"Participant","Participant.dateDebutEtOuFinParticipation","Participant.dateDebutEtOuFinParticipation","","","",1,1,"","","","dateTime {[]} {[]}
","Date de début et/ou de fin de la participation.","Date de début et/ou de fin de la participation.","","","","","","","","","",,,,,"",,,,"Participant.dateDebutEtOuFinParticipation",1,1,"",""
"Participant","Participant.participant","Participant.participant","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PersonneStructure {[]} {[]}
","Participant","Participant","","","","","","","","","",,,,,"",,,,"Participant.participant",1,1,"",""
"PatientUsager","PatientUsager","PatientUsager","","","",1,1,"","","","null {[]} {[]}
","Modèle métier - Patient / Usager","Patient/Usager concerné par le document.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"PatientUsager","PatientUsager.identifiantPatient","PatientUsager.identifiantPatient","","","",1,*,"","","","Identifier {[]} {[]}
","Identifiant du patient / usager.
- Première occurrence obligatoire pour un document mis en partage dans un système d’information de santé partagé : Matricule INS du patient/usager tel que défini dans le cadre juridique.
- Occurrence(s) suivante(s) (optionnelles) : Identifiant connu pour le patient/usager dans le système d’information du producteur du document (IPP, NIP, etc.).","Identifiant du patient / usager.
- Première occurrence obligatoire pour un document mis en partage dans un système d’information de santé partagé : Matricule INS du patient/usager tel que défini dans le cadre juridique.
- Occurrence(s) suivante(s) (optionnelles) : Identifiant connu pour le patient/usager dans le système d’information du producteur du document (IPP, NIP, etc.).","","","","","","","","","",,,,,"",,,,"PatientUsager.identifiantPatient",1,*,"",""
"PatientUsager","PatientUsager.adresse","PatientUsager.adresse","","","",0,*,"","","","Address {[]} {[]}
","Adresse géopostale du patient/usager.","Adresse géopostale du patient/usager.","","","","","","","","","",,,,,"",,,,"PatientUsager.adresse",0,*,"",""
"PatientUsager","PatientUsager.coordonneesTelecom","PatientUsager.coordonneesTelecom","","","",0,*,"","","","ContactPoint {[]} {[]}
","Coordonnées télécom du patient/usager (numéro de téléphone, adresse e-mail, …).","Coordonnées télécom du patient/usager (numéro de téléphone, adresse e-mail, …).","","","","","","","","","",,,,,"",,,,"PatientUsager.coordonneesTelecom",0,*,"",""
"PatientUsager","PatientUsager.personnePhysique","PatientUsager.personnePhysique","","","",1,1,"","","","Base {[]} {[]}
","Eléments permettant de décrire l’identité du patient/usager, son sexe, sa date et son lieu de naissance, son (ses) représentant(s), etc...","Eléments permettant de décrire l’identité du patient/usager, son sexe, sa date et son lieu de naissance, son (ses) représentant(s), etc...","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique",1,1,"",""
"PatientUsager","PatientUsager.personnePhysique.nomsPrenomsPatient","PatientUsager.personnePhysique.nomsPrenomsPatient","","","",1,1,"","","","Base {[]} {[]}
","Noms et prénoms du patient/usager.","Noms et prénoms du patient/usager.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.nomsPrenomsPatient",1,1,"",""
"PatientUsager","PatientUsager.personnePhysique.nomsPrenomsPatient.nom","PatientUsager.personnePhysique.nomsPrenomsPatient.nom","","","",1,*,"","","","Base {[]} {[]}
","Nom du patient/usager.","Nom du patient/usager.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.nomsPrenomsPatient.nom",1,*,"",""
"PatientUsager","PatientUsager.personnePhysique.nomsPrenomsPatient.nom.nomNaissance","PatientUsager.personnePhysique.nomsPrenomsPatient.nom.nomNaissance","","","",0,1,"","","","string {[]} {[]}
","Nom de naissance (ou nom de famille) du patient/usager. 
      - Obligatoire si le matricule INS est présent.","Nom de naissance (ou nom de famille) du patient/usager. 
      - Obligatoire si le matricule INS est présent.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.nomsPrenomsPatient.nom.nomNaissance",0,1,"",""
"PatientUsager","PatientUsager.personnePhysique.nomsPrenomsPatient.nom.nomUtilise","PatientUsager.personnePhysique.nomsPrenomsPatient.nom.nomUtilise","","","",0,1,"","","","string {[]} {[]}
","Nom utilisé du patient/usager.","Nom utilisé du patient/usager.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.nomsPrenomsPatient.nom.nomUtilise",0,1,"",""
"PatientUsager","PatientUsager.personnePhysique.nomsPrenomsPatient.prenom","PatientUsager.personnePhysique.nomsPrenomsPatient.prenom","","","",1,*,"","","","Base {[]} {[]}
","Prénom du patient/usager.","Prénom du patient/usager.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.nomsPrenomsPatient.prenom",1,*,"",""
"PatientUsager","PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.listePrenoms","PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.listePrenoms","","","",0,1,"","","","string {[]} {[]}
","Liste des prénoms de l'acte de naissance.Obligatoire si le matricule INS est présent.","Liste des prénoms de l'acte de naissance.Obligatoire si le matricule INS est présent.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.listePrenoms",0,1,"",""
"PatientUsager","PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.premierPrenom","PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.premierPrenom","","","",0,1,"","","","string {[]} {[]}
","Premier prénom de l'acte de naissance.Obligatoire si le matricule INS est présent","Premier prénom de l'acte de naissance.Obligatoire si le matricule INS est présent","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.premierPrenom",0,1,"",""
"PatientUsager","PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.prenomUtilise","PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.prenomUtilise","","","",0,1,"","","","string {[]} {[]}
","Prénom utilisé.","Prénom utilisé.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.nomsPrenomsPatient.prenom.prenomUtilise",0,1,"",""
"PatientUsager","PatientUsager.personnePhysique.sexe","PatientUsager.personnePhysique.sexe","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Sexe administratif du patient/usager.","Sexe administratif du patient/usager.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.sexe",1,1,"",""
"PatientUsager","PatientUsager.personnePhysique.dateNaissance","PatientUsager.personnePhysique.dateNaissance","","","",1,1,"","","","dateTime {[]} {[]}
","Date et heure de naissance du patient/usager.","Date et heure de naissance du patient/usager.","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.dateNaissance",1,1,"",""
"PatientUsager","PatientUsager.personnePhysique.indicateurDeces","PatientUsager.personnePhysique.indicateurDeces","","","",0,1,"","","","boolean {[]} {[]}
","Patient/usager décédé","Patient/usager décédé","","","","","","","","","",,,,,"",,,,"PatientUsager.personnePhysique.indicateurDeces",0,1,"",""
