"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"AssociationPriseEncharge","AssociationPriseEncharge.personneImpliqueePriseEnCharge.id","AssociationPriseEncharge.personneImpliqueePriseEnCharge.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.personneImpliqueePriseEnCharge.extension","AssociationPriseEncharge.personneImpliqueePriseEnCharge.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AssociationPriseEncharge","AssociationPriseEncharge.personneImpliqueePriseEnCharge.modifierExtension","AssociationPriseEncharge.personneImpliqueePriseEnCharge.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AssociationPriseEncharge","AssociationPriseEncharge.personneImpliqueePriseEnCharge.typeParticipation","AssociationPriseEncharge.personneImpliqueePriseEnCharge.typeParticipation","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de participation.","Type de participation.","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.personneImpliqueePriseEnCharge.typeParticipation",1,1,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.personneImpliqueePriseEnCharge.dateDebutFinParticipation","AssociationPriseEncharge.personneImpliqueePriseEnCharge.dateDebutFinParticipation","","","",0,1,"","","","dateTime {[]} {[]}
","Date de début et de fin de la participation.","Date de début et de fin de la participation.","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.personneImpliqueePriseEnCharge.dateDebutFinParticipation",0,1,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.personneImpliqueePriseEnCharge.professionnelImplique","AssociationPriseEncharge.personneImpliqueePriseEnCharge.professionnelImplique","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PersonneStructure {[]} {[]}
","Professionnel impliqué.","Professionnel impliqué.","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.personneImpliqueePriseEnCharge.professionnelImplique",1,1,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge","AssociationPriseEncharge.lieuPriseEnCharge","","","",1,1,"","","","BackboneElement {[]} {[]}
","Lieu de la prise en charge.","Lieu de la prise en charge.","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.lieuPriseEnCharge",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.id","AssociationPriseEncharge.lieuPriseEnCharge.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.extension","AssociationPriseEncharge.lieuPriseEnCharge.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.modifierExtension","AssociationPriseEncharge.lieuPriseEnCharge.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure","AssociationPriseEncharge.lieuPriseEnCharge.structure","","","",0,1,"","","","BackboneElement {[]} {[]}
","Structure","Structure","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.lieuPriseEnCharge.structure",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure.id","AssociationPriseEncharge.lieuPriseEnCharge.structure.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure.extension","AssociationPriseEncharge.lieuPriseEnCharge.structure.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure.modifierExtension","AssociationPriseEncharge.lieuPriseEnCharge.structure.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure.identifiantStructure","AssociationPriseEncharge.lieuPriseEnCharge.structure.identifiantStructure","","","",0,1,"","","","Identifier {[]} {[]}
","Identifiant de la structure","Identifiant de la structure","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.lieuPriseEnCharge.structure.identifiantStructure",0,1,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure.nomStructure","AssociationPriseEncharge.lieuPriseEnCharge.structure.nomStructure","","","",0,1,"","","","string {[]} {[]}
","Nom de la structure","Nom de la structure","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.lieuPriseEnCharge.structure.nomStructure",0,1,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure.adresse","AssociationPriseEncharge.lieuPriseEnCharge.structure.adresse","","","",0,*,"","","","Address {[]} {[]}
","Adresse géopostale","Adresse géopostale","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.lieuPriseEnCharge.structure.adresse",0,*,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure.coordonneesTelecom","AssociationPriseEncharge.lieuPriseEnCharge.structure.coordonneesTelecom","","","",0,*,"","","","ContactPoint {[]} {[]}
","Coordonnées télécom","Coordonnées télécom","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.lieuPriseEnCharge.structure.coordonneesTelecom",0,*,"",""
"AssociationPriseEncharge","AssociationPriseEncharge.lieuPriseEnCharge.structure.secteurActivite","AssociationPriseEncharge.lieuPriseEnCharge.structure.secteurActivite","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Secteur d'activité","Secteur d'activité","","","","","","","","","",,,,,"",,,,"AssociationPriseEncharge.lieuPriseEnCharge.structure.secteurActivite",0,1,"",""
"Auteur","Auteur","Auteur","","","",0,*,"","","","null {[]} {[]}
","Auteur du document (humain ou système)","Auteur du document : ce peut être un professionnel, un patient/usager ou un système. 
- Pour un professionnel ou un système, la structure de rattachement doit être précisée.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Auteur","Auteur.roleFonctionnel","Auteur.roleFonctionnel","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Rôle fonctionnel de l’auteur. A utiliser uniquement si l'auteur est un professionnel.","Rôle fonctionnel de l’auteur. A utiliser uniquement si l'auteur est un professionnel.","","","","","","","","","",,,,,"",,,,"Auteur.roleFonctionnel",0,1,"",""
"Auteur","Auteur.horodatageParticipation","Auteur.horodatageParticipation","","","",1,1,"","","","time {[]} {[]}
","Horodatage de la participation de l’auteur.","Horodatage de la participation de l’auteur.","","","","","","","","","",,,,,"",,,,"Auteur.horodatageParticipation",1,1,"",""
"Auteur","Auteur.auteur[x]","Auteur.auteur[x]","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PersonneStructureAuteur {[]} {[]}
https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Systeme {[]} {[]}","Auteur du document : ce peut être un professionnel, un patient/usager ou un système. Pour un professionnel ou un système, la structure de rattachement doit être précisée.","Auteur du document : ce peut être un professionnel, un patient/usager ou un système. Pour un professionnel ou un système, la structure de rattachement doit être précisée.","","","","","","","","","",,,,,"",,,,"Auteur.auteur[x]",1,1,"",""
"Consentement","Consentement","Consentement","","","",0,*,"","","","null {[]} {[]}
","Consentement associé au document","Permet de documenter qu'un consentement éclairé a été obtenu et d'indiquer quel type de consentement a été fourni.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Consentement","Consentement.identifiantConsentement","Consentement.identifiantConsentement","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant du consentement.","Identifiant du consentement.","","","","","","","","","",,,,,"",,,,"Consentement.identifiantConsentement",0,*,"",""
"Consentement","Consentement.typeConsentement","Consentement.typeConsentement","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de consentement.","Type de consentement.","","","","","","","","","",,,,,"",,,,"Consentement.typeConsentement",1,1,"",""
"Consentement","Consentement.statutConsentement","Consentement.statutConsentement","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Statut du consentement.","Statut du consentement.","","","","","","","","","",,,,,"",,,,"Consentement.statutConsentement",1,1,"",""
"DestinatairePrevu","DestinatairePrevu","DestinatairePrevu","","","",0,*,"","","","null {[]} {[]}
","Destinataire prévu du document","Personne déclarée comme destinataire prévu du document.
- Attention : Cet élément ne contient que le(s) destinataire(s) initialement prévu(s) à la création du document. Rien ne permet par la suite, de certifier que le document a réellement été envoyé à ce(s) destinataire(s).
 Par ailleurs, il ne faut pas créer de nouvelle version du document si on souhaite l'envoyer à d'autres destinataires.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"DestinatairePrevu","DestinatairePrevu.Destinataire","DestinatairePrevu.Destinataire","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/PersonneStructure {[]} {[]}
","Destinataire prévu du document.","Destinataire prévu du document.","","","","","","","","","",,,,,"",,,,"DestinatairePrevu.Destinataire",0,*,"",""
"DocumentReference","DocumentReference","DocumentReference","","","",0,*,"","","","null {[]} {[]}
","Document de référence","Référence un document existant (à remplacer ou transformé).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"DocumentReference","DocumentReference.typeReference","DocumentReference.typeReference","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de référence.","Type de référence.","","","","","","","","","",,,,,"",,,,"DocumentReference.typeReference",1,1,"",""
"DocumentReference","DocumentReference.identifiantUniqueDocument","DocumentReference.identifiantUniqueDocument","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant unique du document de référence.","Identifiant unique du document de référence.","","","","","","","","","",,,,,"",,,,"DocumentReference.identifiantUniqueDocument",1,1,"",""
"EnteteDocument","EnteteDocument","EnteteDocument","","","",0,*,"","","","null {[]} {[]}
","Modèle logique métier de l'en-tête","Eléments de l'entête d'un document contenant les données les informations générales et nécessaires à la gestion du document (identification et type du document, patient/usager, auteur, évènement documenté, etc...","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EnteteDocument","EnteteDocument.identifiantUniqueDocument","EnteteDocument.identifiantUniqueDocument","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant unique du document.","Identifiant unique du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.identifiantUniqueDocument",1,1,"",""
"EnteteDocument","EnteteDocument.modeleDocument","EnteteDocument.modeleDocument","","","",1,1,"","","","Identifier {[]} {[]}
","Modèle du document et version du modèle.","Modèle du document et version du modèle.","","","","","","","","","",,,,,"",,,,"EnteteDocument.modeleDocument",1,1,"",""
"EnteteDocument","EnteteDocument.typeDocument","EnteteDocument.typeDocument","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de document.","Type de document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.typeDocument",1,1,"",""
"EnteteDocument","EnteteDocument.titreDocument","EnteteDocument.titreDocument","","","",1,1,"","","","string {[]} {[]}
","Titre du document.","Titre du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.titreDocument",1,1,"",""
"EnteteDocument","EnteteDocument.dateDeCreation","EnteteDocument.dateDeCreation","","","",1,1,"","","","dateTime {[]} {[]}
","Date de création du document.","Date de création du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.dateDeCreation",1,1,"",""
"EnteteDocument","EnteteDocument.niveauConfidentialite","EnteteDocument.niveauConfidentialite","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Niveau de confidentialité du document.","Niveau de confidentialité du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.niveauConfidentialite",1,1,"",""
"EnteteDocument","EnteteDocument.languePrincipaleDocument","EnteteDocument.languePrincipaleDocument","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Langue principale du document.","Langue principale du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.languePrincipaleDocument",1,1,"",""
"EnteteDocument","EnteteDocument.identifiantDuLotDeVersions","EnteteDocument.identifiantDuLotDeVersions","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant du lot de versions du même document.","Identifiant du lot de versions du même document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.identifiantDuLotDeVersions",1,1,"",""
"EnteteDocument","EnteteDocument.versionDocument","EnteteDocument.versionDocument","","","",1,1,"","","","string {[]} {[]}
","Numéro de version du document.","Numéro de version du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.versionDocument",1,1,"",""
"EnteteDocument","EnteteDocument.statutDocument","EnteteDocument.statutDocument","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Statut du document.","Statut du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.statutDocument",1,1,"",""
"EnteteDocument","EnteteDocument.patient","EnteteDocument.patient","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Patient {[]} {[]}
","Patient / Usager.","Patient / Usager.","","","","","","","","","",,,,,"",,,,"EnteteDocument.patient",1,1,"",""
"EnteteDocument","EnteteDocument.auteur","EnteteDocument.auteur","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Auteur {[]} {[]}
","Auteur du document.","Auteur du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.auteur",1,*,"",""
"EnteteDocument","EnteteDocument.operateurSaisie","EnteteDocument.operateurSaisie","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/OperateurSaisie {[]} {[]}
","Opérateur de saisie.","Opérateur de saisie.","","","","","","","","","",,,,,"",,,,"EnteteDocument.operateurSaisie",0,1,"",""
"EnteteDocument","EnteteDocument.informateur","EnteteDocument.informateur","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Informateur {[]} {[]}
","Informateur ayant fourni des informations utiles à la production du document.","Informateur ayant fourni des informations utiles à la production du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.informateur",0,*,"",""
"EnteteDocument","EnteteDocument.structureConservation","EnteteDocument.structureConservation","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/StructureConservation {[]} {[]}
","Structure chargée de la conservation du document.","Structure chargée de la conservation du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.structureConservation",1,1,"",""
"EnteteDocument","EnteteDocument.destinataire","EnteteDocument.destinataire","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/DestinatairePrevu {[]} {[]}
","Destinataire prévu du document.","Destinataire prévu du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.destinataire",0,*,"",""
"EnteteDocument","EnteteDocument.responsable","EnteteDocument.responsable","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Responsable {[]} {[]}
","Responsable du document.","Responsable du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.responsable",1,1,"",""
"EnteteDocument","EnteteDocument.validateur","EnteteDocument.validateur","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Validateur {[]} {[]}
","Professionnel attestant la validité du contenu du document.","Professionnel attestant la validité du contenu du document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.validateur",0,*,"",""
"EnteteDocument","EnteteDocument.participant","EnteteDocument.participant","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Participant {[]} {[]}
","Participant, différent de l'auteur, du responsable, de l'opérateur de saisie, de l'informateur ou du destinataire.","Participant, différent de l'auteur, du responsable, de l'opérateur de saisie, de l'informateur ou du destinataire.","","","","","","","","","",,,,,"",,,,"EnteteDocument.participant",0,*,"",""
"EnteteDocument","EnteteDocument.associationPrescription","EnteteDocument.associationPrescription","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/AssociationPrescription {[]} {[]}
","Association du document à une prescription.","Association du document à une prescription.","","","","","","","","","",,,,,"",,,,"EnteteDocument.associationPrescription",1,1,"",""
"EnteteDocument","EnteteDocument.evenement","EnteteDocument.evenement","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Evenement {[]} {[]}
","Evènement documenté et notamment le cadre d'exercice.","Evènement documenté et notamment le cadre d'exercice.","","","","","","","","","",,,,,"",,,,"EnteteDocument.evenement",1,*,"",""
"EnteteDocument","EnteteDocument.documentReference","EnteteDocument.documentReference","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/DocumentReference {[]} {[]}
","Document de référence (à remplacer, transformé, …).","Document de référence (à remplacer, transformé, …).","","","","","","","","","",,,,,"",,,,"EnteteDocument.documentReference",0,1,"",""
"EnteteDocument","EnteteDocument.consentementAssocie","EnteteDocument.consentementAssocie","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/Consentement {[]} {[]}
","Consentement associé au document.","Consentement associé au document.","","","","","","","","","",,,,,"",,,,"EnteteDocument.consentementAssocie",0,*,"",""
"EnteteDocument","EnteteDocument.associationPriseEncharge","EnteteDocument.associationPriseEncharge","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/AssociationPriseEncharge {[]} {[]}
","Association du document à une prise en charge.","Association du document à une prise en charge.","","","","","","","","","",,,,,"",,,,"EnteteDocument.associationPriseEncharge",1,1,"",""
"Evenement","Evenement","Evenement","","","",0,*,"","","","null {[]} {[]}
","Évènement documenté","Évènement (acte, traitement, diagnostic, etc…) décrit dans le document.Il y a au minimum une occurrence de cet élément pour décrire l'évènement principal avec obligatoirement une date de début et un exécutant.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Evenement","Evenement.identifiantEvenement","Evenement.identifiantEvenement","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant de l’évènement documenté .","Identifiant de l’évènement documenté .","","","","","","","","","",,,,,"",,,,"Evenement.identifiantEvenement",0,*,"",""
